comuna,station_id,day,avg_pm25,num_hourly_obs
Pudahuel,D30,2018-08-01,59.666666666666664,24
Puente Alto,D15,2018-08-01,52.791666666666664,24
Quilicura,D31,2018-08-01,57.833333333333336,24
Santiago,D13,2018-08-01,58.875,24
Las Condes,D14,2018-08-02,51.916666666666664,24
Pudahuel,D30,2018-08-02,54.75,24
Quilicura,D31,2018-08-02,60.625,24
Santiago,D13,2018-08-02,58.25,24
Las Condes,D14,2018-08-03,51.333333333333336,24
Pudahuel,D30,2018-08-03,66.04166666666667,24
Quilicura,D31,2018-08-03,59.958333333333336,24
Santiago,D13,2018-08-03,54.625,24
Pudahuel,D30,2018-08-04,94.58333333333333,24
Quilicura,D31,2018-08-04,61.916666666666664,24
Santiago,D13,2018-08-04,59.375,24
Pudahuel,D30,2018-08-05,86.125,24
Puente Alto,D15,2018-08-05,56.916666666666664,24
Quilicura,D31,2018-08-05,62.5,24
Santiago,D13,2018-08-05,74.875,24
Pudahuel,D30,2018-08-06,59.0,23
Puente Alto,D15,2018-08-06,62.5,24
Quilicura,D31,2018-08-06,53.625,24
Santiago,D13,2018-08-06,66.75,24
Santiago,D13,2018-08-10,52.583333333333336,24
Pudahuel,D30,2018-08-11,56.583333333333336,24
Quilicura,D31,2018-08-11,52.083333333333336,24
Santiago,D13,2018-08-11,53.583333333333336,24
Santiago,D13,2018-08-22,52.75,24
Santiago,D13,2018-09-20,54.666666666666664,24
Santiago,D13,2019-04-13,50.75,24
Pudahuel,D30,2019-04-14,51.416666666666664,24
Santiago,D13,2019-04-14,53.333333333333336,24
Pudahuel,D30,2019-05-11,57.583333333333336,24
Pudahuel,D30,2019-05-12,61.708333333333336,24
Pudahuel,D30,2019-05-15,56.13636363636363,22
Pudahuel,D30,2019-05-23,50.333333333333336,24
Pudahuel,D30,2019-05-24,73.33333333333333,24
Quilicura,D31,2019-05-24,54.25,24
Santiago,D13,2019-05-24,51.208333333333336,24
Pudahuel,D30,2019-05-25,51.666666666666664,24
Pudahuel,D30,2019-06-01,64.79166666666667,24
Pudahuel,D30,2019-06-02,104.70833333333333,24
Santiago,D13,2019-06-02,50.875,24
Pudahuel,D30,2019-06-03,55.875,24
Pudahuel,D30,2019-06-04,63.08695652173913,23
Santiago,D13,2019-06-04,56.458333333333336,24
Santiago,D13,2019-06-05,50.833333333333336,24
Pudahuel,D30,2019-06-08,80.125,24
Quilicura,D31,2019-06-08,52.708333333333336,24
Santiago,D13,2019-06-08,50.416666666666664,24
Pudahuel,D30,2019-06-09,86.70833333333333,24
Santiago,D13,2019-06-09,54.416666666666664,24
Pudahuel,D30,2019-06-10,59.541666666666664,24
Quilicura,D31,2019-06-10,53.208333333333336,24
Santiago,D13,2019-06-10,53.666666666666664,24
Pudahuel,D30,2019-06-19,70.16666666666667,24
Santiago,D13,2019-06-19,58.166666666666664,24
Pudahuel,D30,2019-06-20,61.958333333333336,24
Pudahuel,D30,2019-06-21,54.375,24
Puente Alto,D15,2019-06-21,67.25,24
Quilicura,D31,2019-06-21,57.166666666666664,24
Santiago,D13,2019-06-21,58.791666666666664,24
Pudahuel,D30,2019-06-22,92.41666666666667,24
Puente Alto,D15,2019-06-22,65.79166666666667,24
Quilicura,D31,2019-06-22,77.83333333333333,24
Santiago,D13,2019-06-22,87.20833333333333,24
Pudahuel,D30,2019-06-23,75.79166666666667,24
Puente Alto,D15,2019-06-23,53.0,24
Quilicura,D31,2019-06-23,76.54166666666667,24
Santiago,D13,2019-06-23,76.16666666666667,24
Pudahuel,D30,2019-06-27,54.125,24
Puente Alto,D15,2019-06-27,55.75,24
Quilicura,D31,2019-06-27,55.083333333333336,24
Santiago,D13,2019-06-27,60.791666666666664,24
Pudahuel,D30,2019-06-28,52.791666666666664,24
Quilicura,D31,2019-06-28,53.041666666666664,24
Santiago,D13,2019-06-28,57.041666666666664,24
Pudahuel,D30,2019-07-01,53.333333333333336,24
Pudahuel,D30,2019-07-02,50.125,24
Pudahuel,D30,2019-07-03,58.458333333333336,24
Quilicura,D31,2019-07-03,52.208333333333336,24
Pudahuel,D30,2019-07-04,67.70833333333333,24
Quilicura,D31,2019-07-04,53.916666666666664,24
Santiago,D13,2019-07-04,52.0,24
Pudahuel,D30,2019-07-05,96.45833333333333,24
Quilicura,D31,2019-07-05,71.54166666666667,24
Santiago,D13,2019-07-05,80.33333333333333,24
Pudahuel,D30,2019-07-06,91.75,24
Quilicura,D31,2019-07-06,59.375,24
Puente Alto,D15,2019-07-07,53.708333333333336,24
Las Condes,D14,2019-07-08,59.791666666666664,24
Pudahuel,D30,2019-07-08,54.25,24
Puente Alto,D15,2019-07-08,59.375,24
Quilicura,D31,2019-07-08,57.916666666666664,24
Santiago,D13,2019-07-08,59.208333333333336,24
Puente Alto,D15,2019-07-09,51.916666666666664,24
Pudahuel,D30,2019-07-10,74.875,24
Quilicura,D31,2019-07-10,71.83333333333333,24
Santiago,D13,2019-07-10,68.625,24
Pudahuel,D30,2019-07-11,66.20833333333333,24
Quilicura,D31,2019-07-11,56.875,24
Santiago,D13,2019-07-11,63.791666666666664,24
Quilicura,D31,2019-07-12,51.958333333333336,24
Santiago,D13,2019-07-12,60.083333333333336,24
Pudahuel,D30,2019-07-13,76.5,24
Quilicura,D31,2019-07-13,61.541666666666664,24
Santiago,D13,2019-07-13,71.6086956521739,23
Pudahuel,D30,2019-07-14,92.625,24
Quilicura,D31,2019-07-14,73.29166666666667,24
Santiago,D13,2019-07-14,67.95833333333333,24
Pudahuel,D30,2019-07-15,105.25,24
Quilicura,D31,2019-07-15,74.08333333333333,24
Santiago,D13,2019-07-15,66.75,24
Pudahuel,D30,2019-07-16,92.91666666666667,24
Quilicura,D31,2019-07-16,62.75,24
Santiago,D13,2019-07-16,52.833333333333336,24
Pudahuel,D30,2019-07-17,62.958333333333336,24
Puente Alto,D15,2019-07-17,54.291666666666664,24
Quilicura,D31,2019-07-17,63.875,24
Santiago,D13,2019-07-17,63.041666666666664,24
Las Condes,D14,2019-07-18,50.666666666666664,24
Pudahuel,D30,2019-07-18,56.166666666666664,24
Quilicura,D31,2019-07-18,61.916666666666664,24
Santiago,D13,2019-07-18,55.458333333333336,24
Pudahuel,D30,2019-07-19,73.25,24
Quilicura,D31,2019-07-19,80.20833333333333,24
Santiago,D13,2019-07-19,63.666666666666664,24
Pudahuel,D30,2019-07-20,66.45833333333333,24
Quilicura,D31,2019-07-20,66.91666666666667,24
Santiago,D13,2019-07-20,60.666666666666664,24
Pudahuel,D30,2019-07-26,61.333333333333336,24
Quilicura,D31,2019-07-26,54.208333333333336,24
Santiago,D13,2019-07-26,50.916666666666664,24
Pudahuel,D30,2019-07-27,90.625,24
Puente Alto,D15,2019-07-27,67.5,24
Quilicura,D31,2019-07-27,66.125,24
Santiago,D13,2019-07-27,64.625,24
Pudahuel,D30,2019-07-28,70.5,24
Quilicura,D31,2019-07-28,59.416666666666664,24
Santiago,D13,2019-07-28,60.333333333333336,24
Pudahuel,D30,2019-08-03,80.375,24
Pudahuel,D30,2019-08-04,82.75,24
Pudahuel,D30,2019-08-13,65.70833333333333,24
Santiago,D13,2019-08-13,57.25,24
