FECHA (YYMMDD);HORA (HHMM);;
180212;0100;16,7924;
180212;0200;15,9835;
180212;0300;14,8;
180212;0400;14,3451;
180212;0500;14,4532;
180212;0600;14,2198;
180212;0700;19,4641;
180212;0800;23,6055;
180212;0900;26,4218;
180212;1000;29,1464;
180212;1100;31,8877;
180212;1200;34,0413;
180212;1300;34,6823;
180212;1400;35,1982;
180212;1500;35,4808;
180212;1600;34,3718;
180212;1700;32,9961;
180212;1800;30,5268;
180212;1900;26,9932;
180212;2000;24,6844;
180212;2100;22,6674;
180212;2200;20,7671;
180212;2300;19,6417;
180213;0000;19,3069;
180213;0100;17,4898;
180213;0200;16,7394;
180213;0300;16,1141;
180213;0400;15,686;
180213;0500;15,3275;
180213;0600;15,2523;
180213;0700;20,3877;
180213;0800;24,079;
180213;0900;26,9786;
180213;1000;28,445;
180213;1100;28,8029;
180213;1200;29,6858;
180213;1300;30,6105;
180213;1400;31,1101;
180213;1500;30,6015;
180213;1600;29,3344;
180213;1700;27,309;
180213;1800;24,6837;
180213;1900;21,55;
180213;2000;19,5568;
180213;2100;18,1815;
180213;2200;17,3561;
180213;2300;16,3307;
180214;0000;15,861;
180214;0100;15,0442;
180214;0200;14,2273;
180214;0300;13,6438;
180214;0400;12,9853;
180214;0500;12,8685;
180214;0600;12,7766;
180214;0700;15,3347;
180214;0800;18,0442;
180214;0900;20,5021;
180214;1000;22,6185;
180214;1100;24,6431;
180214;1200;26,8927;
180214;1300;27,7757;
180214;1400;28,717;
180214;1500;29,65;
180214;1600;29,6986;
180214;1700;28,7148;
180214;1800;26,8894;
180214;1900;24,0308;
180214;2000;21,4971;
180214;2100;20,08;
180214;2200;19,0547;
180214;2300;18,0793;
180215;0000;17,3122;
180215;0100;16,6703;
180215;0200;16,2449;
180215;0300;15,4847;
180215;0400;14,5262;
180215;0500;13,8844;
180215;0600;13,8426;
180215;0700;15,709;
180215;0800;18,8678;
180215;0900;22,2174;
180215;1000;24,8837;
180215;1100;26,9417;
180215;1200;28,5651;
180215;1300;29,1732;
180215;1400;29,9478;
180215;1500;29,6474;
180215;1600;28,8971;
180215;1700;27,9467;
180215;1800;26,4464;
180215;1900;23,5793;
180215;2000;21,2372;
180215;2100;19,9703;
180215;2200;19,0449;
180215;2300;18,2279;
180216;0000;17,0442;
180216;0100;16,3854;
180216;0200;15,4009;
180216;0300;14,5174;
180216;0400;14,0338;
180216;0500;13,8836;
180216;0600;13,7585;
180216;0700;17,2;
180216;0800;21,107;
180216;0900;24,4316;
180216;1000;26,3895;
180216;1100;28,0475;
180216;1200;29,9138;
180216;1300;31,0718;
180216;1400;31,813;
180216;1500;31,7461;
180216;1600;30,979;
180216;1700;29,112;
180216;1800;26,6783;
180216;1900;23,5112;
180216;2000;21,6609;
180216;2100;20,7022;
180216;2200;19,3351;
180216;2300;18,3598;
180217;0000;17,6344;
180217;0100;16,7174;
180217;0200;15,7252;
180217;0300;15,1;
180217;0400;14,7117;
180217;0500;14,5199;
180217;0600;14,3864;
180217;0700;18,4975;
180217;0800;20,6305;
180217;0900;23,9634;
180217;1000;26,6047;
180217;1100;28,7461;
180217;1200;29,6873;
180217;1300;30,4869;
180217;1400;31,2283;
180217;1500;30,8529;
180217;1600;30,2443;
180217;1700;29,4689;
180217;1800;27,6101;
180217;1900;23,7182;
180217;2000;21,2011;
180217;2100;19,7424;
180217;2200;18,7004;
180217;2300;17,6917;
180218;0000;16,7152;
180218;0100;15,595;
180218;0200;14,1698;
180218;0300;13,2946;
180218;0400;13,0444;
180218;0500;12,8109;
180218;0600;12,5441;
180218;0700;15,8439;
180218;0800;18,904;
180218;0900;21,8786;
180218;1000;24,42;
180218;1100;26,2529;
180218;1200;27,2275;
180218;1300;28,8522;
180218;1400;29,8518;
180218;1500;30,1431;
180218;1600;30,0928;
180218;1700;28,3424;
