FECHA (YYMMDD);HORA (HHMM);;
180213;0400;3,47725;
180213;0500;122,625;
180213;0600;187,819;
180213;0700;188,375;
180213;0800;237,943;
180213;0900;258,232;
180213;1000;221,973;
180213;1100;224,852;
180213;1200;217,114;
180213;1300;216,095;
180213;1400;219,925;
180213;1500;226,921;
180213;1600;226,491;
180213;1700;224,173;
180213;1800;216,531;
180213;1900;211,971;
180213;2000;201,681;
180213;2100;206,891;
180213;2200;214,228;
180213;2300;244,857;
180214;0000;233,22;
180214;0100;228,589;
180214;0200;237,555;
180214;0300;233,924;
180214;0400;242,258;
180214;0500;231,032;
180214;0600;242,902;
180214;0700;249,484;
180214;0800;260,569;
180214;0900;198,984;
180214;1000;228,096;
180214;1100;218,299;
180214;1200;221,554;
180214;1300;218,222;
180214;1400;226,29;
180214;1500;213,642;
180214;1600;212,144;
180214;1700;217,699;
180214;1800;224,402;
180214;1900;216,322;
180214;2000;215,206;
180214;2100;229,596;
180214;2200;228,667;
180214;2300;222,796;
180215;0000;225,218;
180215;0100;230,258;
180215;0200;220,856;
180215;0300;245,936;
180215;0400;240,548;
180215;0500;240,293;
180215;0600;242,37;
180215;0700;242,246;
180215;0800;239,459;
180215;0900;221,614;
180215;1000;256,505;
180215;1100;214,197;
180215;1200;218,777;
180215;1300;214,622;
180215;1400;212,023;
180215;1500;218,267;
180215;1600;217,319;
180215;1700;219,663;
180215;1800;227,4;
180215;1900;220,309;
180215;2000;216,378;
180215;2100;217,243;
180215;2200;218,297;
180215;2300;233,629;
180216;0000;249,296;
180216;0100;242,475;
180216;0200;256,288;
180216;0300;255,053;
180216;0400;236,846;
180216;0500;242,475;
180216;0600;208,53;
180216;0700;210,512;
180216;0800;277,139;
180216;0900;254,715;
180216;1000;221,754;
180216;1100;197,629;
180216;1200;209,023;
180216;1300;206,027;
180216;1400;219,671;
180216;1500;222,342;
180216;1600;221,233;
180216;1700;219,139;
180216;1800;209,329;
180216;1900;203,604;
180216;2000;199,425;
180216;2100;202,722;
180216;2200;205,886;
180216;2300;251,285;
180217;0000;241,119;
180217;0100;269,165;
180217;0200;233,218;
180217;0300;241,11;
180217;0400;219,282;
180217;0500;230,451;
180217;0600;215,271;
180217;0700;248,279;
180217;0800;224,687;
180217;0900;33,8755;
180217;1000;321,352;
180217;1100;223,266;
180217;1200;219,377;
180217;1300;212,077;
180217;1400;224,816;
180217;1500;217,58;
180217;1600;218,622;
180217;1700;217,877;
180217;1800;213,689;
180217;1900;207,883;
180217;2000;190,455;
180217;2100;193,311;
180217;2200;188,669;
180217;2300;222,255;
180218;0000;238,881;
180218;0100;239,318;
180218;0200;238,461;
180218;0300;249,828;
180218;0400;232,013;
180218;0500;254,439;
180218;0600;214,246;
180218;0700;256,12;
180218;0800;233,48;
180218;0900;239,316;
180218;1000;239,581;
180218;1100;222,137;
180218;1200;211,71;
180218;1300;224,465;
180218;1400;210,537;
180218;1500;217,958;
180218;1600;224,072;
180218;1700;217,418;
180218;1800;212,623;
180218;1900;206,078;
180218;2000;201,644;
180218;2100;197,715;
180218;2200;197,142;
180218;2300;202,487;
180219;0000;184,025;
180219;0100;236,683;
180219;0200;219,876;
180219;0300;235,74;
180219;0400;223,065;
180219;0500;237,935;
180219;0600;235,097;
180219;0700;228,773;
180219;0800;238,554;
180219;0900;243,513;
180219;1000;223,31;
180219;1100;219,59;
180219;1200;206,625;
180219;1300;216,23;
180219;1400;209,243;
180219;1500;219,541;
180219;1600;225,049;
180219;1700;222,032;
180219;1800;208,779;
180219;1900;211,082;
180219;2000;210,011;
180219;2100;192,184;
180219;2200;167,497;
180219;2300;222,497;
180220;0000;212,912;
180220;0100;222,323;
180220;0200;245,854;
180220;0300;230,655;
180220;0400;230,712;
180220;0500;251,652;
180220;0600;239,671;
180220;0700;216,89;
180220;0800;258,355;
180220;0900;3,82021;
180220;1000;30,8374;
180220;1100;261,59;
180220;1200;199,015;
180220;1300;195,897;
180220;1400;217,615;
180220;1500;221,483;
180220;1600;219,018;
180220;1700;219,296;
180220;1800;219,71;
180220;1900;227,279;
180220;2000;195,524;
180220;2100;221,654;
180220;2200;209,034;
180220;2300;190,313;
180221;0000;229,53;
180221;0100;335,846;
180221;0200;239,73;
180221;0300;257,043;
180221;0400;230,288;
180221;0500;231,369;
180221;0600;212,998;
180221;0700;187,661;
180221;0800;219,806;
180221;0900;246,865;
180221;1000;210,375;
180221;1100;236,057;
180221;1200;209,119;
180221;1300;211,092;
180221;1400;216,088;
180221;1500;224,027;
180221;1600;224,939;
180221;1700;230,903;
180221;1800;212,498;
180221;1900;205,876;
180221;2000;209,907;
180221;2100;201,229;
180221;2200;193,114;
180221;2300;156,088;
180222;0000;141,081;
180222;0100;231,347;
180222;0200;252,695;
180222;0300;241,349;
180222;0400;221,351;
180222;0500;90,8357;
180222;0600;234,334;
180222;0700;241,508;
180222;0800;227,558;
180222;0900;26,8403;
180222;1000;242,194;
180222;1100;189,542;
180222;1200;219,99;
180222;1300;214,105;
180222;1400;209,896;
