FECHA (YYMMDD);HORA (HHMM);;
180128;0500;0,290544;
180128;0600;0,0626451;
180128;0700;0,546042;
180128;0800;0,194647;
180128;0900;0,17185;
180128;1000;0,813739;
180128;1100;1,93748;
180128;1200;2,56755;
180128;1300;2,60447;
180128;1400;2,86054;
180128;1500;3,23008;
180128;1600;3,31487;
180128;1700;3,56425;
180128;1800;3,33468;
180128;1900;2,10826;
180128;2000;1,61427;
180128;2100;1,77377;
180128;2200;2,02872;
180128;2300;1,45251;
180129;0000;0,974744;
180129;0100;0,985347;
180129;0200;0,577227;
180129;0300;0,24618;
180129;0400;0,38963;
180129;0500;0,351876;
180129;0600;0,738734;
180129;0700;1,13454;
180129;0800;1,66787;
180129;0900;2,17352;
180129;1000;2,54037;
180129;1100;2,81425;
180129;1200;3,46462;
180129;1300;3,91052;
180129;1400;3,69197;
180129;1500;4,50109;
180129;1600;4,03704;
180129;1700;3,80158;
180129;1800;3,67344;
180129;1900;3,2101;
180129;2000;2,99506;
180129;2100;2,85463;
180129;2200;2,29259;
180129;2300;2,1932;
180130;0000;1,97792;
180130;0100;1,77497;
180130;0200;1,79005;
180130;0300;1,95616;
180130;0400;1,55833;
180130;0500;1,40543;
180130;0600;0,880476;
180130;0700;1,15741;
180130;0800;1,14373;
180130;0900;1,0297;
180130;1000;0,640058;
180130;1100;1,5014;
180130;1200;2,0592;
180130;1300;2,92368;
180130;1400;3,118;
180130;1500;3,36188;
180130;1600;3,59506;
180130;1700;3,69501;
180130;1800;3,3892;
180130;1900;2,58775;
180130;2000;1,92111;
180130;2100;1,03443;
180130;2200;1,48701;
180130;2300;0,757481;
180131;0000;0,489769;
180131;0100;0,559696;
180131;0200;0,573307;
180131;0300;0,218038;
180131;0400;0,373544;
180131;0500;0,290733;
180131;0600;0,365873;
180131;0700;0,304166;
180131;0800;0,533082;
180131;0900;0,604697;
180131;1000;0,825278;
180131;1100;2,03595;
180131;1200;2,49238;
180131;1300;2,84452;
180131;1400;3,40747;
180131;1500;3,31995;
180131;1600;3,97046;
180131;1700;3,89291;
180131;1800;3,29346;
180131;1900;2,37944;
180131;2000;2,24761;
180131;2100;2,26807;
180131;2200;1,9278;
180131;2300;1,21323;
180201;0000;0,827593;
180201;0100;1,08524;
180201;0200;0,994559;
180201;0300;0,763071;
180201;0400;0,615557;
180201;0500;0,499313;
180201;0600;0,275109;
180201;0700;0,754262;
180201;0800;0,764839;
180201;0900;0,723048;
180201;1000;1,55749;
180201;1100;2,80794;
180201;1200;3,25384;
180201;1300;3,7965;
180201;1400;3,73841;
180201;1500;3,83925;
180201;1600;4,04537;
180201;1700;3,81524;
180201;1800;3,15246;
180201;1900;2,41377;
180201;2000;2,49349;
180201;2100;2,28109;
180201;2200;1,64821;
180201;2300;1,65122;
180202;0000;1,15984;
180202;0100;1,45412;
180202;0200;1,60564;
180202;0300;1,25544;
180202;0400;1,33588;
180202;0500;1,4267;
180202;0600;1,56282;
180202;0700;1,48207;
180202;0800;1,68042;
180202;0900;1,81682;
180202;1000;2,33952;
180202;1100;3,3004;
180202;1200;3,56506;
180202;1300;3,76922;
180202;1400;3,91994;
180202;1500;3,93898;
180202;1600;3,89273;
180202;1700;3,34816;
180202;1800;3,15545;
180202;1900;2,57403;
180202;2000;2,4449;
180202;2100;1,87319;
180202;2200;1,60222;
180202;2300;1,50275;
