FECHA (YYMMDD);HORA (HHMM);;
180214;1000;267,379;
180214;1100;271,263;
180214;1200;267,279;
180214;1300;277,861;
180214;1400;273,003;
180214;1500;272,968;
180214;1600;276,033;
180214;1700;280,953;
180214;1800;272,911;
180214;1900;270,112;
180214;2000;285,341;
180214;2100;358,516;
180214;2200;321,702;
180214;2300;284,077;
180215;0000;277,286;
180215;0100;334,144;
180215;0200;288,97;
180215;0300;32,6335;
180215;0400;79,0352;
180215;0500;153,462;
180215;0600;182,173;
180215;0700;235,462;
180215;0800;246,296;
180215;0900;306,82;
180215;1000;290,968;
180215;1100;270,514;
180215;1200;277,509;
180215;1300;269,319;
180215;1400;274,753;
180215;1500;277,202;
180215;1600;275,857;
180215;1700;277,532;
180215;1800;273,453;
180215;1900;273,631;
180215;2000;279,896;
180215;2100;300,155;
180215;2200;257,893;
180215;2300;271,66;
180216;0000;258,047;
180216;0100;330,518;
180216;0200;92,2177;
180216;0300;227,733;
180216;0400;72,5557;
180216;0500;182,293;
180216;0600;136,228;
180216;0700;163,018;
180216;0800;133,269;
180216;0900;309,356;
180216;1000;276,129;
180216;1100;275,203;
180216;1200;259,988;
180216;1300;270,297;
180216;1400;276,364;
180216;1500;273,48;
180216;1600;277,612;
180216;1700;268,008;
180216;1800;270,627;
180216;1900;260,563;
180216;2000;261,313;
180216;2100;245,96;
180216;2200;262,599;
180216;2300;260,93;
180217;0000;245,728;
180217;0100;183,443;
180217;0200;220,207;
180217;0300;114,807;
180217;0400;160,509;
180217;0500;183,328;
180217;0600;164,527;
180217;0700;78,1121;
180217;0800;314,209;
180217;0900;318,579;
180217;1000;314,366;
180217;1100;285,001;
180217;1200;269,506;
180217;1300;275,652;
180217;1400;270,201;
180217;1500;276,14;
180217;1600;276,081;
180217;1700;280,078;
180217;1800;277,516;
180217;1900;255,415;
180217;2000;255,633;
180217;2100;267,489;
180217;2200;255,844;
180217;2300;232,573;
180218;0000;215,243;
180218;0100;171,555;
180218;0200;256,055;
180218;0300;226,074;
180218;0400;326,879;
180218;0500;305,893;
180218;0600;114,853;
180218;0700;132,254;
180218;0800;23,3732;
180218;0900;329,957;
180218;1000;317,086;
180218;1100;268,025;
180218;1200;279,06;
180218;1300;276,777;
180218;1400;264,812;
180218;1500;277,502;
180218;1600;274,537;
180218;1700;273,068;
180218;1800;271,129;
180218;1900;256,772;
180218;2000;264,076;
180218;2100;263,021;
180218;2200;266,144;
