FECHA (YYMMDD);HORA (HHMM);;
180220;1300;209,693;
180220;1400;192,817;
180220;1500;209,045;
180220;1600;217,783;
180220;1700;219,664;
180220;1800;231,284;
180220;1900;232,545;
180220;2000;171,48;
180220;2100;170,412;
180220;2200;175,905;
180220;2300;167,379;
180221;0000;189,215;
180221;0100;177,684;
180221;0200;187,513;
180221;0300;233,112;
180221;0400;199,12;
180221;0500;272,165;
180221;0600;339,284;
180221;0700;340,966;
180221;0800;295,009;
180221;0900;283,341;
180221;1000;165,213;
180221;1100;202,845;
180221;1200;208,566;
180221;1300;209,248;
180221;1400;203,781;
180221;1500;203,757;
180221;1600;213,526;
180221;1700;229,32;
180221;1800;217,179;
180221;1900;194,481;
180221;2000;181,752;
180221;2100;174,864;
180221;2200;182,941;
180221;2300;167,778;
180222;0000;142,706;
180222;0100;213,76;
180222;0200;197,538;
180222;0300;203,143;
180222;0400;144,132;
180222;0500;39,528;
180222;0600;274,622;
180222;0700;247,806;
180222;0800;207,704;
180222;0900;321,248;
180222;1000;188,674;
180222;1100;207,15;
180222;1200;204,3;
