FECHA (YYMMDD);HORA (HHMM);;
180101;0100;;
180101;0200;;
180101;0300;;
180101;0400;;
180101;0500;;
180101;0600;;
180101;0700;;
180101;0800;;
180101;0900;;
180101;1000;;
180101;1100;;
180101;1200;;
180101;1300;;
180101;1400;;
180101;1500;;
180101;1600;;
180101;1700;;
180101;1800;;
180101;1900;;
180101;2000;;
180101;2100;;
180101;2200;;
180101;2300;;
180102;0000;;
180102;0100;;
180102;0200;;
180102;0300;;
180102;0400;;
180102;0500;;
180102;0600;;
180102;0700;;
180102;0800;;
180102;0900;;
180102;1000;;
180102;1100;;
180102;1200;;
180102;1300;;
180102;1400;;
180102;1500;;
180102;1600;;
180102;1700;;
180102;1800;;
180102;1900;;
180102;2000;;
180102;2100;;
180102;2200;;
180102;2300;;
180103;0000;;
180103;0100;;
180103;0200;;
180103;0300;;
180103;0400;;
180103;0500;;
180103;0600;;
180103;0700;;
180103;0800;;
180103;0900;;
180103;1000;;
180103;1100;;
180103;1200;;
180103;1300;;
180103;1400;;
180103;1500;;
180103;1600;;
180103;1700;;
180103;1800;;
180103;1900;;
180103;2000;;
180103;2100;;
180103;2200;;
180103;2300;;
180104;0000;;
180104;0100;;
180104;0200;;
180104;0300;;
180104;0400;;
180104;0500;;
180104;0600;;
180104;0700;;
180104;0800;;
180104;0900;;
180104;1000;;
180104;1100;;
180104;1200;;
180104;1300;;
180104;1400;;
180104;1500;;
180104;1600;;
180104;1700;;
180104;1800;;
180104;1900;;
180104;2000;;
180104;2100;;
180104;2200;;
180104;2300;;
180105;0000;;
180105;0100;;
180105;0200;;
180105;0300;;
180105;0400;;
180105;0500;;
180105;0600;;
180105;0700;;
180105;0800;;
180105;0900;;
180105;1000;;
180105;1100;;
180105;1200;;
180105;1300;;
180105;1400;;
180105;1500;;
180105;1600;;
180105;1700;;
180105;1800;;
180105;1900;;
180105;2000;;
180105;2100;;
180105;2200;;
180105;2300;;
180106;0000;;
180106;0100;;
180106;0200;;
180106;0300;;
180106;0400;;
180106;0500;;
180106;0600;;
180106;0700;;
180106;0800;;
180106;0900;;
180106;1000;;
180106;1100;;
180106;1200;;
180106;1300;;
180106;1400;;
180106;1500;;
180106;1600;;
180106;1700;;
180106;1800;;
180106;1900;;
180106;2000;;
180106;2100;;
180106;2200;;
180106;2300;;
180107;0000;;
180107;0100;;
180107;0200;;
180107;0300;;
180107;0400;;
180107;0500;;
180107;0600;;
180107;0700;;
180107;0800;;
180107;0900;;
180107;1000;;
180107;1100;;
180107;1200;;
180107;1300;;
180107;1400;;
180107;1500;;
180107;1600;;
180107;1700;;
180107;1800;;
180107;1900;;
180107;2000;;
180107;2100;;
180107;2200;;
180107;2300;;
180108;0000;;
180108;0100;;
180108;0200;;
180108;0300;;
180108;0400;;
180108;0500;;
180108;0600;;
180108;0700;;
180108;0800;;
180108;0900;;
180108;1000;;
180108;1100;;
180108;1200;;
180108;1300;;
180108;1400;;
180108;1500;;
180108;1600;;
180108;1700;;
180108;1800;;
180108;1900;;
180108;2000;;
180108;2100;;
180108;2200;;
180108;2300;;
180109;0000;;
180109;0100;;
180109;0200;;
180109;0300;;
180109;0400;;
180109;0500;;
180109;0600;;
180109;0700;;
180109;0800;;
180109;0900;;
180109;1000;;
180109;1100;;
180109;1200;;
180109;1300;;
180109;1400;;
180109;1500;;
180109;1600;;
180109;1700;;
180109;1800;;
180109;1900;;
180109;2000;;
180109;2100;;
180109;2200;;
180109;2300;;
180110;0000;;
180110;0100;;
180110;0200;;
180110;0300;;
180110;0400;;
180110;0500;;
180110;0600;;
180110;0700;;
180110;0800;;
180110;0900;;
180110;1000;;
180110;1100;;
180110;1200;;
180110;1300;;
